,Party,Year,Date,Tweet,Populist,Role,Left/right,Prog/cons
1176,FvD,2023,2023-02-15,"#HASHTAG wil geen halve, maar een hele basisbeurs. @USER eist volledige compensatie voor schuldenstelselstudenten en een basisbeurs die minstens zo hoog is als de oude basisbeurs, gecorrigeerd voor inflatie. Geef Nederlandse jongeren de toekomst die ze verdienen. (LINK)",yes,opposition,right,conservative
1177,PvdA,2022,2022-07-21,"""Ik woon net een half jaar in Voorburg en betaal 1500 euro huur en het is nu weer met 40 euro verhoogd. Waar gaat het over?""Het moet écht anders. Daarom komen we met concrete voorstellen om mensen te steunen in deze onzekere tijd. Lees meer: (LINK) (LINK)",no,opposition,left,progressive
1178,GroenLinks,2022,2022-06-23,@USER Meer weten over de stikstofcrisis? Hier lees je alles over hoe we hier terecht zijn gekomen en hoe we er weer uitkomen.(LINK),no,opposition,left,progressive
1179,GroenLinks,2022,2022-10-07,"“Neoliberalisme heeft de verzorgingsstaat afgebroken, publieke voorzieningen in de uitverkoop gedaan, en kiest steevast voor de belangen van de markt.Dat tegen de achtergrond van een ideaal dat geen ideaal mag heten: oneindige economische groei.”- @USER #HASHTAG",no,opposition,left,progressive
1180,FvD,2022,2022-09-18,"Energie is onbetaalbaar geworden door het stupide beleid van de EU. En als we niet ingrijpen, gaat Nederland een verschrikkelijke winter tegemoet. @USER startte een Europees burgerinitiatief om de energierekening te verlagen. Teken ook! 👇🏼 #HASHTAG (LINK)",yes,opposition,right,conservative
1181,ChristenUnie,2023,2023-03-07,"Al die gokreclames in bushokjes? Razend irritant! Jongeren worden te veel geconfronteerd met gokken en raken sneller verslaafd. De PARTY gaat hier, juist ook provinciaal, de strijd tegen aan. (LINK)",no,opposition,left,middle
1182,FvD,2023,2023-02-15,Een ruime meerderheid v/d Nederlanders is tegen de beslissing van Rutte om tanks te leveren aan Oekraïne. Het risico om direct betrokken te raken bij de oorlog is te groot. Inmiddels wordt zelfs gesproken over het sturen van F-16’s. Absoluut niet in het Nederlandse belang. #HASHTAG (LINK),yes,opposition,right,conservative
1183,GroenLinks,2022,2022-01-16,"Bekijk ook de inbreng van Kamerlid @USER 'Ons land mist een stip op de horizon, al sinds de eerste uitbraak hollen we achter de crisis aan. Maak werk van het opschalen van de zorgcapaciteit en regel een fatsoenlijke compensatieregeling.'(LINK)",no,opposition,left,progressive
1184,D66,2022,2022-06-18,Bedankt voor je komst naar het #HASHTAG 💚 (LINK),no,coalition,middle,progressive
1185,SP,2023,2023-02-10,Omdat het anders moet! Kom morgen naar het #HASHTAG om 13.00 uur op het Beursplein in Amsterdam. Ga naar (LINK) en meld je aan! (LINK),yes,opposition,left,progressive
1186,PVV,2022,2022-10-14,"Als kabinetten decennialang het tuig ons land binnenlaten, (Marokkaanse) criminelen hier hun gang laat gaan en jihadisten ophalen uit Syrië, dan gedijt de terreur en mocromaffia. Het is vreselijk voor Amalia en ik leef met haar mee maar het is het gevolg van jarenlang wanbeleid.",yes,opposition,right,conservative
1187,PVV,2022,2022-10-17,"Het mogelijk schorsen van collega @USER op voordracht van een illegaal college, door een benepen vrijheid hatende meerderheid van de Tweede Kamer, zou een affront zijn voor de democratie en een handeling die de ayatollahs in Iran niet zou misstaan.",yes,opposition,right,conservative
1188,GroenLinks,2022,2022-05-31,"""En er is nog iets waar rechts goed in is: ons tegen elkaar uit laten spelen. Ons verdelen. Laten we nou samen een vuist maken. Om de klimaatcrisis aan te pakken en te zorgen voor sociale rechtvaardigheid en bestaanszekerheid voor iedereen.""@USER #HASHTAG",no,opposition,left,progressive
1189,CDA,2023,2023-03-14,Het slotdebat van @USER gaat van start! @USER gaat in debat met andere partijleiders. Te zien op NPO 1! (LINK),no,coalition,middle,conservative
1190,ChristenUnie,2022,2022-03-07,"Ons PARTY raadslid @USER uit Arnhem zit bij de laatste 12 voor de verkiezing van Beste Raadslid van Nederland, en daar zijn we natuurlijk trots op! Help Nathalie naar de finale en stem 👉(LINK) #HASHTAG #HASHTAG (LINK)",no,opposition,left,middle
1191,FvD,2022,2022-02-17,"PRE-ORDER NU | Het CoronabedrogDe waarheid over corona, de ‘vaccins’ en de globalistische machtsgreep die achter de schermen compromisloos wordt voortgezet. @USER (LINK) (LINK)",yes,opposition,right,conservative
1192,PVV,2023,2023-02-15,Honderd procent steun voor de bedreigde en bespuugde buschauffeurs. De asielgasten van Kaag en Rutte misdragen zich overal. Laten we eindelijk een #HASHTAG invoeren! Nederland zit al bomvol en heeft géén behoefte aan dit schorriemorrie. #HASHTAG #HASHTAG #HASHTAG,yes,opposition,right,conservative
1193,ChristenUnie,2022,2022-09-21,"""Te vaak kijkt een meerderheid in ons land naar minderheden als mensen die nog niet zo ver zijn als zijzelf. Als een soort laatste Gallische stammen die nog onderworpen moeten worden..."" (1/2)",no,opposition,left,middle
1194,D66,2022,2022-01-18,Dit is een progressief coalitieakkoord.🎺Forse investering in cultuur.🔹Ruimte voor de Kamer om te spreken en besluiten over medisch-ethische vragen als voltooid leven.💊 Eerste staatscommissie XTC ter wereld.#HASHTAG,no,coalition,middle,progressive
1195,GroenLinks,2022,2022-03-12,"Belastingontwijking is een enorm probleem in Nederland, en werkt ongelijkheid in de hand. Mensen met veel vermogen krijgen voordelen die je als werkende met een gemiddeld inkomen niet hebt.Wij doen met PARTY deze voorstellen om de gaten te dichten:(LINK)",no,opposition,left,progressive
1196,PVV,2022,2022-03-10,100 miljard naar stikstof en klimaat en maar 2.3 miljard voor koopkrachtreparatie? Een schandalige fooi van Kaag en Rutte en een belediging van de kiezer. Reken hard met ze af volgende week!#HASHTAG #HASHTAG,yes,opposition,right,conservative
1197,SP,2022,2022-04-11,"Kijktip!📺 PARTY-Kamerlid @USER is vanavond te zien bij @USER om te praten over het gebrek aan toezicht op reclames en misstanden met crypto’s,Kijk om 20:34 uur mee naar @USER (LINK)",yes,opposition,left,progressive
1198,PVV,2022,2022-02-12,Wat een arrogantie om meer dan een miljoen PARTY-ers in het foute kamp te stoppen. Daarmee tonen PARTY en PARTY aan zelf de nieuwe fascisten van 2022 te zijn.,yes,opposition,right,conservative
1199,PVV,2022,2022-02-23,Op bezoek bij de Dierenvoedselbank in Nissewaard samen met collega ⁦@USER door PARTY-lijsttrekker Anita Verweij en haar geweldige collega’s Gloria en Frank. Wat een kanjers. Supertrots! #HASHTAG #HASHTAG (LINK),yes,opposition,right,conservative
1200,PVV,2023,2023-01-11,"Het is niet te geloven ze klagen over het gratis luxe warme eten dat ze krijgen: rijst, kip, pannenkoeken, croissants. Ik zou zeggen wegwezen met jullie geklaag, ga terug naar je eigen land! Ondankbare profiteurs!#HASHTAG #HASHTAG (LINK)",yes,opposition,right,conservative
1201,PvdA,2022,2022-11-25,Wat @USER zegt: Nederland verdient beter. En dat kan ook!Maar dan moet het kabinet andere keuzes maken. 🪧Kom zaterdag ook naar de manifestatie! 📍13.00 uur voor het Olympisch Stadion in Amsterdam. (LINK),no,opposition,left,progressive
1202,CDA,2023,2023-02-21,👇🏻@USER  op ons congres over waarom de herinvoering van de #HASHTAG onze weerbaarheid én samenleving sterker maakt. (LINK),no,coalition,middle,conservative
1203,D66,2022,2022-02-18,Zometeen geeft @USER voor het eerst als vicepremier de persconferentie na de ministerraad.🕑 14.00 uur📺 (LINK),no,coalition,middle,progressive
1204,GroenLinks,2022,2022-05-31,"#HASHTAG Maak van de internationale trein de makkelijkste en meest betaalbare optie, in plaats van de luchtvaart continu te bevoordelen.🚆 Deel de oproep van Kamerlid @USER en Europarlementariër @USER (LINK)",no,opposition,left,progressive
1205,PVV,2022,2022-03-08,"Woensdag Almere, donderdag Ter Apel, zaterdag Den Haag!#HASHTAG #HASHTAG (LINK)",yes,opposition,right,conservative
1206,SP,2022,2022-09-30,"Stop de bezuinigingen op onze verpleeghuizen. Zorg voor respect, waardering en meer collega’s voor onze zorgmedewerkers. Nu is het genoeg!Strijd met ons mee voor goede zorg👇(LINK) (LINK)",yes,opposition,left,progressive
1207,SP,2022,2022-02-21,Luistertip! 📻PARTY-Kamerlid @USER is straks te horen bij @USER over het Nederlandse bormbardement op Hawija. Luister vanaf 12.00 uur mee naar @USER (LINK),yes,opposition,left,progressive
1208,PVV,2022,2022-12-02,Ik heb mijn best gedaan. Dinsdag nog maar eens proberen! 😁 (LINK),yes,opposition,right,conservative
1209,PVV,2023,2023-02-14,Ik wens iedereen een hele mooie #HASHTAG ❤️ (LINK),yes,opposition,right,conservative
1210,FvD,2022,2022-12-15,Er is sinds 2021 sprake van een onverklaarbare oversterfte. @USER wil dat grondig wordt onderzocht of de vaccinatiecampagnes van de overheid hier een rol in spelen. Het kartel weigert wéér. #HASHTAG,yes,opposition,right,conservative
1211,D66,2022,2022-09-18,Vanmiddag geeft klimaatminister @USER de Abel Herzberglezing. Kijk je mee? ⏰ 15.30 💻 (LINK),no,coalition,middle,progressive
1212,PvdA,2022,2022-04-05,"In een democratie telt iedere stem even zwaar. Tenminste, op papier. In de praktijk proberen rijke individuen en belangen invloed te kopen zodat hun stem net iets beter gehoord wordt.@USER wil giften aan partijen maximeren op €100.000 en vroeg of PARTY dat steunt. ⤵️ (LINK)",no,opposition,left,progressive
1213,GroenLinks,2023,2023-01-10,"Hulpverleners doen werk dat de Griekse regering bewust laat liggen: vluchtelingen redden in nood. Vandaag staan er 24, onder wie Pieter Wittenberg, voor de Griekse rechter voor mensensmokkel.“Een schande"", zegt @USER bij @USER",no,opposition,left,progressive
1214,D66,2022,2022-12-08,@USER Maar het feestje is nog lang niet afgelopen! #HASHTAG ^Noa (LINK),no,coalition,middle,progressive
1215,D66,2022,2022-03-16,@USER Bedankt voor je stem! 👊 ^Kim #HASHTAG,no,coalition,middle,progressive
1216,FvD,2023,2023-03-09,De macht van de EU terug naar NL? Stem 15 maart op #HASHTAG 🇳🇱 (LINK),yes,opposition,right,conservative
1217,FvD,2023,2023-02-09,"Forum vult de top tien van meest absente Statenleden, beweert de @USER na ‘onderzoek’.Je hoeft de namen slechts te googelen om erachter te komen dat 9 van de 10 mensen op het lijstje helemaal geen #HASHTAG (meer) zijn. Ze wel zo noemen is pure misleiding. (LINK)",yes,opposition,right,conservative
1218,SP,2022,2022-09-20,@USER @USER Klopt! Het nummer van de Troontelefoon is 0800-022 5005. Bellen kan nog tot 18 uur!,yes,opposition,left,progressive
1219,D66,2022,2022-03-16,@USER Jammer dat honden niet mogen stemmen! Anders had je er minstens 5 ✅ ^Kim,no,coalition,middle,progressive
1220,FvD,2022,2022-12-07,"🚜 Het kabinet trekt € 25 miljard uit voor de afbraak van de Nederlandse agrarische sector - een sector van wereldfaam.@USER “Iedereen die zonder perverse belangen naar het Nederlandse stikstofbeleid kijkt, komt tot de conclusie dat het totaal krankzinnig is.” #HASHTAG (LINK)",yes,opposition,right,conservative
1221,FvD,2023,2023-01-06,Bevolkingsgroei 2022 uitsluitend door immigratie. #HASHTAG (LINK),yes,opposition,right,conservative
1222,FvD,2023,2023-03-13,"Op 15 maart staat er ZO VEEL op het spel. Stikstof, gender-indoctrinatie, onze energievoorziening.Vanavond sluiten we onze Campagne Tour af in Lelystad. Nog één keer, @USER en het hele team van #HASHTAG Reserveer uw tickets hier: (LINK) (LINK)",yes,opposition,right,conservative
1223,SP,2022,2022-09-07,Op 17 september is het #HASHTAG in Den Haag. Reis mee met de bus naar het protest 🚌(LINK) (LINK),yes,opposition,left,progressive
1224,GroenLinks,2022,2022-03-09,"PARTY verandert Nederland! ❤️💚Waar eerst de auto's door de binnenstad reden, stroomt er nu water door de Catharijnesingel in Utrecht.Goed voor klimaat, gezondheid en biodiversiteit.Kies 16 maart voor een menselijke, eerlijke en duurzame gemeente. Stem PARTY! 🍀 (LINK)",no,opposition,left,progressive
1225,FvD,2022,2022-11-26,Vandaag presenteert @USER de #HASHTAG op het #HASHTAG #HASHTAG (LINK),yes,opposition,right,conservative
1226,GroenLinks,2022,2022-05-16,@USER @USER Het is niet verplicht om te komen!,no,opposition,left,progressive
1227,PvdA,2022,2022-08-30,"De drie kernpunten van het noodplan:• De lonen moeten omhoog, ook voor middeninkomens. 💰 • Meer middelen en mogelijkheden om mensen in de knel te compenseren. 👨‍👩‍👧‍👦• Ingrijpen op de energiemarkt. 📈",no,opposition,left,progressive
1228,D66,2023,2023-03-05,"""In razend tempo hebben we moeten afkicken van onze verslaving aan het goedkope gas uit Rusland. Nederland zet de knop nu écht om."" (LINK)",no,coalition,middle,progressive
1229,PvdA,2023,2023-03-03,"“We moeten meer bouwen, maar het moet vooral betaalbaar worden. Wij kiezen voor een sociaal woningbeleid waar we niet de markt laten domineren, maar écht wat mensen nodig hebben.”@USER bij het #HASHTAG #HASHTAG (LINK)",no,opposition,left,progressive
1230,PVV,2022,2022-10-05,Kappen met die #HASHTAG onzin. Stop die Brusselse regels maar in de shredder. Onze #HASHTAG zijn veel belangrijker. Laat ze met rust en laat ze boeren. Rapport #HASHTAG kan linea recta de prullenbak in. #HASHTAG #HASHTAG,yes,opposition,right,conservative
1231,PVV,2022,2022-12-12,Tja dit helpt natuurlijk niet minister @USER Met een boete naar huis sturen. Ze lachen zich kapot. We hebben geen softe aanpak nodig maar keiharde repressie tegen dit tuig. Hou ze van de straat!,yes,opposition,right,conservative
1232,GroenLinks,2023,2023-03-15,Je hebt nog maar iets meer dan ANDERHALF UUR om je stem uit te brengen.Maar misschien twijfel je nog. Kan gewoon. Gelukkig hebben we de oplossing: APP ONS OP DE ZWEEFLIJN. Ons team zit tot 21.00 uur klaar om al je vragen te beantwoorden! 👇(LINK) (LINK),no,opposition,left,progressive
1233,FvD,2023,2023-02-22,Voor behoud van onze vrijheid. Stem #HASHTAG 15 maart! 🏛 (LINK),yes,opposition,right,conservative
1234,GroenLinks,2022,2022-03-16,LET OP: JE HEBT NOG IETS MEER DAN ÉÉN UUR OM TE STEMMEN!Heb je een last-minute vraag? Kunnen we je nog overtuigen? App ons op de Zweeflijn. Ons team zit dit laatste uur nog klaar om al jouw vragen te beantwoorden.📲 (LINK) ❤️💚,no,opposition,left,progressive
1235,PVV,2022,2022-05-31,"Onvoorstelbaar dat het kabinet helemaal NIETS doet aan de torenhoge benzineprijzen, zegt PARTY-Kamerlid Barry Madlener terecht tijdens het wekelijkse vragenuurtje!#HASHTAG #HASHTAG #HASHTAG (LINK)",yes,opposition,right,conservative
1236,PVV,2023,2023-01-05,Heel goed Overijssel negeer die boerenhaat van PARTY en trap niet in hun leugens. Ze willen boeren wegjagen en nog meer asielprofiteurs een gratis woning geven. No way! #HASHTAG #HASHTAG,yes,opposition,right,conservative
1237,PVV,2023,2023-01-18,"Miljarden per jaar verspild geld aan gelukzoekers. Van dat geld hadden we de btw op boodschappen kunnen schrappen, onze ouderen beter kunnen behandelen, onze vissers financieel kunnen helpen. En nog veel meer! #HASHTAG #HASHTAG (LINK) via @USER",yes,opposition,right,conservative
1238,PvdA,2022,2022-12-01,We gaan zo beginnen! #HASHTAG om 17.30 uur live mee naar de presentatie van onze kandidatenlijst voor de Eerste Kamer: (LINK) (LINK),no,opposition,left,progressive
1239,FvD,2023,2023-01-19,"De internationale ‘immigratiedeals’ (zoals de Turkije-deal en het Marrakesh-immigratiepact) waar de PARTY mee pronkt, werken niet of juist averechts:Honderdduizenden volwassen mannen bereiken illegaal Europa. #HASHTAG 👉🏼 (LINK) (LINK)",yes,opposition,right,conservative
1240,SP,2022,2022-12-19,Lees hier meer over ‘De winst van eerlijk delen’ en bestel het hier. (LINK),yes,opposition,left,progressive
1241,FvD,2022,2022-10-03,"Vanavond om 20:00 lanceert #HASHTAG Forum Inside! Elke week bespreekt @USER met verschillende tafelgasten het politieke werk, de waan van de dag en hoor je verhalen over hoe het er achter de schermen aan toe gaat. Bekijk nu alvast een voorproefje: (LINK)",yes,opposition,right,conservative
1242,FvD,2022,2022-05-20,Gisteravond kon bij talkshow Beau openlijk worden gefantaseerd over geweld tegen @USER en de andere #HASHTAG Sterker nog: er werd hartelijk om gelachen. Ook 'journalist' @USER doet vrolijk mee. Deze demonisering is levensgevaarlijk en moet NU stoppen. (LINK),yes,opposition,right,conservative
1243,CDA,2022,2022-07-14,"""Het is onze plicht straffeloosheid te voorkomen"" zegt Wopke Hoekstra vandaag in het AD over de Ukraine Accountability Conference in Den Haag, waar het gaat over hoe oorlogsmisdadigers in het Oekraïne-conflict kunnen worden vervolgd.👉 (LINK) (LINK)",no,coalition,middle,conservative
1244,FvD,2022,2022-11-03,"Men begint te beseffen dat het stikstofbeleid helemaal niet draait om natuurbehoud, maar om boerengrond. Zo schreef oud-minister Plasterk in de Telegraaf: “Stikstof als smoesje voor een ander doel.” #HASHTAG krijgt wéér gelijk. En nu: stikstofbeleid z.s.m. van tafel! #HASHTAG (LINK)",yes,opposition,right,conservative
1245,PvdA,2022,2022-06-11,@USER Veel beterschap! ❤️,no,opposition,left,progressive
1246,FvD,2022,2022-04-21,"Asielzoekers veroorzaken in en rondom AZC's enorm veel overlast, criminaliteit en geweld. Tot heden beperkte dat zich voornamelijk rondom AZC's, nu wil PARTY ''de bewegingsvrijheid'' voor asielzoekers soepeler maken, zodat ze overal heen kunnen. Is PARTY blind of kwaadaardig? #HASHTAG (LINK)",yes,opposition,right,conservative
1247,PVV,2022,2022-03-29,"De meest elitaire politicus met de meeste vlieguren van NL gaat het vliegen voor gewone mensen onbetaalbaar maken.Terwijl ze zelf gratis in het regeringsvliegtuig de wereld overvliegt, kunnen gewone mensen hun vakantie naar Spanje of Italië op hun buik schrijven.#HASHTAG 🧹",yes,opposition,right,conservative
1248,GroenLinks,2022,2022-03-04,“Deze oorlog vraagt om solidariteit. Dat betekent ook dat ik vind dat we de rekening niet op het bordje kunnen leggen bij mensen die het nu al moeilijk hebben. Het kabinet moet ingrijpen om te zorgen dat de energierekening niet nog hoger wordt.”- @USER bij #HASHTAG,no,opposition,left,progressive
1249,D66,2022,2022-01-27,Slechts één medische ingreep heeft een verplicht minimale bedenktijd: abortus. Dat is bizar! Je moet vrij kunnen kiezen of je een zwangerschap beëindigt. En hoe lang je daarover nadenkt. Dat gaan we nu ook in de wet regelen.(LINK),no,coalition,middle,progressive
1250,FvD,2022,2022-10-28,"Het klimaatbeleid van Rutte is rampzalig voor onze welvaart. De impact op het klimaat zelf is totaal verwaarloosbaar - er is dus geen enkele reden om ermee door te gaan! ""We moeten stoppen met het decadente klimaatgelul en kiezen voor de Nederlanders"", zegt @USER #HASHTAG (LINK)",yes,opposition,right,conservative
1251,PVV,2022,2022-04-10,Meerderheid van 60% van de Nederlanders zegt: wegwezen @USER met je leugens!#HASHTAG #HASHTAG #HASHTAG (LINK),yes,opposition,right,conservative
1252,PvdA,2022,2022-12-01,Onze kandidaten voor de Eerste Kamer: (LINK),no,opposition,left,progressive
1253,SP,2022,2022-04-28,"Kom naar een van de pensioenbijeenkomsten bij jou in de buurt!  ➡️ (LINK) kabinet wil de pensioenwet door de Tweede Kamer drukken, met meer onzekerheid en verslechtering als gevolg. Bovendien blijft de AOW-leeftijd stijgen. Dit mogen we niet laten gebeuren. (LINK)",yes,opposition,left,progressive
1254,GroenLinks,2022,2022-03-07,"Onze inzet is té belangrijk om ons erbij bij neer te leggen dat rechts nu zo groot is in Nederland. Het betekent dat we nóg harder moeten werken en nóg meer het gesprek aangaan.Want als er ooit een tijd is geweest voor groene en linkse politiek, is het nu wel. - @USER (LINK)",no,opposition,left,progressive
1255,PVV,2022,2022-04-14,"11.9 procent inflatie, dikke min koopkracht, wel 100 miljard besteden aan PARTY-hobbies als stikstof en klimaat en dan wil Rutte lastenverzwaringen??De man is gek. Motie van wantrouwen komt eraan.(LINK) via @USER",yes,opposition,right,conservative
1256,PVV,2022,2022-06-26,Vandaag is hij jarig (53) deze kanjer van de PARTY uit Scheveningen! 🎂🥂🥳Van harte gefeliciteerd @USER (LINK),yes,opposition,right,conservative
1257,PVV,2022,2022-01-12,"60 miljard euro reserveren voor stikstof en klimaat, en gepensioneerden tegelijkertijd 1000 euro afpakken is onbeschoft en onnodig.Dit kabinet Rutte 4 had er nooit mogen komen en moet zsm weer weg. #HASHTAG",yes,opposition,right,conservative
1258,SP,2022,2022-03-14,De PARTY roept op: pak beleggers als Blackstone aan. Onze volkshuisvesting is geen markt.(LINK),yes,opposition,left,progressive
1259,PvdA,2023,2023-03-13,"""Als er zoveel kinderen in armoede opgroeien, als bij de kraamhulpen de baby’s niet op temperatuur komen omdat de kachel niet aankan, dan is er geen reden voor tevredenheid. Het gaat misschien goed met de bedrijven, maar dat helpt gezinnen niet.""@USER bij het #HASHTAG",no,opposition,left,progressive
1260,GroenLinks,2023,2023-03-13,"Weet je wat dus gewoon kan? Overstappen op schone energie. Maar dan moeten we er wel écht voor kiezen. Dus: zonnepanelen op alle daken, meer wind op zee en werk maken van verduurzaming van huizen, te beginnen bij tochtige huurwoningen.Stem 15 maart PARTY! ❤️💚 #HASHTAG (LINK)",no,opposition,left,progressive
1261,ChristenUnie,2023,2023-03-14,'We zien dat de inflatie juist die gezinnen het hardste raakt die het moeilijkst rond kunnen komen. Ik vind het belangrijk dat de focus gaat naar die gezinnen die het zo keihard nodig hebben. Daar zet de PARTY zich voor in.' @USER #HASHTAG #HASHTAG (LINK),no,opposition,left,middle
1262,FvD,2022,2022-03-04,Morgen om 14:00 is #HASHTAG in Leeuwarden. We bespreken onze agenda voor Nederland. Ontmoet @USER en de rest van ons team en wees onderdeel van de verandering. Boek je tickets nu!(LINK),yes,opposition,right,conservative
1263,PVV,2022,2022-11-25,"Wat een smerig lachje op het gezicht van de man die eerder zei “hoe meer asielzoekers, hoe beter”, en door wiens politiek falen een Nigeriaan die niet in Nederland had mogen zijn een onschuldige vrouw kon vermoorden. (LINK)",yes,opposition,right,conservative
1264,PVV,2023,2023-01-16,PARTY DRENTHE ❤️#HASHTAG (LINK),yes,opposition,right,conservative
1265,CDA,2022,2022-11-05,Kijk live mee naar het #HASHTAG met o.a. Tweede Kamerlid Inge van Dijk en voorzitter Hans Huibers. (LINK),no,coalition,middle,conservative
1266,PvdA,2022,2022-03-14,"Het is tijd voor eerlijkere en socialere keuzes, waarmee wonen weer betaalbaar wordt voor iedereen. 🏡Samen krijgen we het voor elkaar. Ga stemmen, vandaag, morgen of overmorgen! #HASHTAG #HASHTAG #HASHTAG (LINK)",no,opposition,left,progressive
1267,GroenLinks,2023,2023-01-13,"Nederland socialer, groener, gelijkwaardiger maken? Deze PARTYers maken het verschil en zijn genomineerd voor Beste Bestuurder. ❤️💚Proficiat @USER @USER @USER @USER @USER en @USER wie stem jij?(LINK)",no,opposition,left,progressive
1268,GroenLinks,2022,2022-10-07,"“De bron ervan is jarenlange verharding en verrechtsing. En de normalisering ervan door de zogenaamde middenpartijen, die extreme krachten erbij trekken en een aai over de bol geven. Tòtdat het ze electoraal niet meer uitkomt.”- @USER #HASHTAG",no,opposition,left,progressive
1269,PVV,2022,2022-08-12,Ik vecht al 20 jaar tegen de intolerante gewelddadige islam en heb er veel fatwa’s aan overgehouden - de laatste nog dit jaar - en ik leef in onvrijheid.Fanatici kunnen altijd - zoals bij de dappere #HASHTAG - toeslaan. Maar ze mogen nooit winnen dus we gaan altijd door.,yes,opposition,right,conservative
1270,PVV,2022,2022-12-01,Daar gaan we weer…,yes,opposition,right,conservative
1271,FvD,2022,2022-11-17,"Nadat @USER de hoop op een #HASHTAG uitsprak, werden deze uitspraken door de @USER verdraaid. Minister @USER nam de desinformatie over en suggereerde dat de uitspraken strafbaar zijn, Minister @USER noemde ze zelfs expliciet ""opruiing"". #HASHTAG 1/2 (LINK)",yes,opposition,right,conservative
1272,GroenLinks,2023,2023-03-03,"""Grote bedrijven maken miljoenenwinsten, waar aandeelhouders van profiteren. Maar winst moet ook terechtkomen bij de mensen die daar elke dag keihard voor werken. Daarom moet er voor iedere euro die naar aandeelhouders gaat ook 1 naar werknemers.""- @USER #HASHTAG",no,opposition,left,progressive
1273,CDA,2022,2022-11-28,Audiodescriptie moet net zo gewoon zijn als ondertiteling.@USER dient daarom vandaag een voorstel in om hiervoor geld beschikbaar te stellen. Zo kunnen ook mensen die slechtziend zijn en ouderen tv-programma’s volgen.🔗 (LINK),no,coalition,middle,conservative
1274,FvD,2022,2022-03-16,"Nog 3 uur om te stemmen. Stem voor de waarheid, stem voor verandering, stem #HASHTAG #HASHTAG (LINK)",yes,opposition,right,conservative
1275,PVV,2022,2022-04-28,We worden vervangen. En de chaos wordt groter en groter.Grenzen dicht en Nexit!(LINK) via @USER,yes,opposition,right,conservative
1276,FvD,2023,2023-01-24,"Vorig jaar haalde de staat meer dan een miljard aan CO2-belasting op. Door EU-wetgeving moeten bedrijven uitstootrechten inkopen, waarvan de kosten direct worden doorgerekend en neergelegd bij de Nederlanders. #HASHTAG wil stoppen met deze klimaatonzin en onze welvaart beschermen. (LINK)",yes,opposition,right,conservative
1277,FvD,2022,2022-07-09,"De mensen die geen kaartje hebben weten te bemachtigen voor de barbecue vandaag met @USER (volledig uitverkocht) kunnen later alsnog aansluiten bij het feest! Zorg dat je erbij bent, vanavond bij Beach Club Zuid in Wijk aan Zee! Tickets: (LINK) #HASHTAG",yes,opposition,right,conservative
1278,CDA,2023,2023-03-09,Buurthuizen en bushaltes zijn belangrijk voor vitale dorpen en sterke wijken. Deze voorzieningen staan door redementsdenken onder druk. Wij staan voor het maatschappelijke belang.Daarom willen wij een #HASHTAG voor voorzieningen die gemeenschappen dragen. (LINK),no,coalition,middle,conservative
1279,PVV,2022,2022-01-27,"Twee weken geleden waren ze nog bijna allemaal tegen. En het ergste is dat als ik het niet prominent aan de orde had gesteld in de TK, dan was ze nu nog steeds veiligheidsadviseur vd PARTY geweest. Alleen onder druk is de PARTY gedraaid, niet uit overtuiging.#HASHTAG #HASHTAG (LINK)",yes,opposition,right,conservative
1280,D66,2022,2022-09-19,@USER @USER Dank voor je bericht. Het prijsplafond voor gas en elektra wordt in aanloop naar Prinsjesdag nog druk onderhandeld. Hier volgt snel meer over. ^Noa,no,coalition,middle,progressive
1281,PVV,2022,2022-07-30,Daarom: PARTY #HASHTAG #HASHTAG #HASHTAG (LINK),yes,opposition,right,conservative
1282,SP,2023,2023-02-24,Kijktip! 📺 Vanavond is @USER te gast bij @USER om in gesprek te gaan tijdens de Geknipte Gast.Kijk mee vanaf 21:00 uur op @USER (LINK),yes,opposition,left,progressive
1283,ChristenUnie,2022,2022-03-09,"We hebben het leenstelsel gesloopt, terug naar de basisbeurs. Jongeren verdienen een hoopvolle toekomst, daar knokken wij voor. Wil jij dat ook? Stem dan 16 maart PARTY. #HASHTAG (LINK)",no,opposition,left,middle
1284,GroenLinks,2022,2022-10-07,"“Het neoliberalisme is een ideologie die doet alsof het geen ideologie is. Die zich verschuilt achter de retoriek van ‘verstandig’ en ‘efficiënt’ beleid, en ondertussen de afgelopen decennia overal is doorgesijpeld en een enorme invloed uitoefent.”- @USER #HASHTAG",no,opposition,left,progressive
1285,D66,2022,2022-02-10,We zoeken een beleidsmedewerker Klimaat en Energie voor onze Tweede Kamerfractie.Je houdt je bezig met grote uitdagingen op het gebied van klimaatverandering en energietransitie.Reageer uiterlijk 13 februari 👇(LINK),no,coalition,middle,progressive
1286,FvD,2022,2022-06-11,"Wat een energie, wat een enthousiasme en wat een opkomst! De #HASHTAG is een overweldigend succes. Volg alles wat er gebeurt in de Tweede Kamer via onze story op Instagram! (LINK) (LINK)",yes,opposition,right,conservative
1287,FvD,2022,2022-04-20,"Volgend jaar zijn de Provinciale Statenverkiezingen. #HASHTAG is vastberaden om een geweldige uitslag te behalen, en daarom zijn we op zoek naar kandidaat-Statenleden. Meld je aan en word FVD-volksvertegenwoordiger! (LINK) (LINK)",yes,opposition,right,conservative
1288,FvD,2022,2022-10-01,Democratie in gevaar: kabinet wil FVD het zwijgen opleggen #HASHTAG (LINK),yes,opposition,right,conservative
