,Party,Year,Date,Tweet,Populist,Role,Left/right,Prog/cons
611,CDA,2022,2022-10-13,@remcodb @NPORadio4 @HenriBontenbal Die kennen wij! En wat kan die man piano spelen hè… 😜,no,coalition,middle,conservative
612,CDA,2022,2022-10-11,Huishoudens moeten beter worden beschermd tegen de grillen van energiebedrijven. 📣 Daarom komen CDA en VVD vandaag in de @telegraaf met een pamflet voor meer regie op de energiemarkt. Lees het pamflet hier: https://t.co/MyzHkykAWr https://t.co/LWSF0vQso2,no,coalition,middle,conservative
613,CDA,2022,2022-10-06,Meld je aan voor het partijcongres: Appèl XL 2022! Op 5 november komen we in Nijkerk om samen met elkaar in gesprek te gaan en te bouwen aan ons CDA. Minder ik en meer wij. Dat is het thema van het congres waar we samen mee aan de slag gaan.  https://t.co/q61izDIZev https://t.co/NyIKyRuGsn,no,coalition,middle,conservative
614,CDA,2022,2022-09-30,"Verenigingen zijn het hart van de samenleving. Maar verenigingen hebben het moeilijk. Regeldruk, gebrek aan vrijwilligers en de energierekening brengen verenigingen in de problemen. Daarom lanceren we #verenigingnederland. Meld je aan en doe mee. 👉 https://t.co/wYDlleaMFG https://t.co/jc5kG8Rlj1",no,coalition,middle,conservative
615,CDA,2022,2022-09-29,"“Het zijn van volksvertegenwoordiger is geen recht om maar te roepen wat je wilt, maar een voorrecht om namens onze kiezers te pleiten voor inhoudelijke voorstellen om ons land beter te maken.” - @i_dijk over omgangsvormen in de Tweede Kamer.👉 inbreng: https://t.co/w9nDDlZOCR https://t.co/V75NGfXWri",no,coalition,middle,conservative
616,CDA,2022,2022-09-28,@TheoBovens is vanavond voorgedragen als onze lijsttrekker voor de Eerste Kamer! Om Theo wat beter te leren kennen bezochten wij het bourgondische hart van ons land: Maastricht. https://t.co/BSk4xItlKL,no,coalition,middle,conservative
617,CDA,2022,2022-09-26,"Vrede en veiligheid zijn niet vanzelfsprekend. Leg de uitgaven voor defensie daarom wettelijk vast. ''Onze krijgsmacht heeft niet alleen meer geld, minder bureaucratie en beter afstemming in Europa nodig, maar vooral stabiel beleid."" - @DerkBoswijk 🔗 https://t.co/FNzuGbBV5a https://t.co/11bONB3TnV",no,coalition,middle,conservative
618,CDA,2022,2022-09-25,"Voor de veiligheid van onze politici en bestuurders, en ter bescherming van de democratie. Daarover sprak @karienvangennip vandaag bij Buitenhof",no,coalition,middle,conservative
619,CDA,2022,2022-09-25,"Vrijheid van meningsuiting is een groot goed, maar er zijn grenzen. Het is onze gezamenlijke verantwoordelijkheid daar de discussie over te voeren, en tegen op te treden waar nodig ⛔️ https://t.co/3Se3QeFPJo",no,coalition,middle,conservative
620,CDA,2022,2022-09-21,In Austerlitz laten ze zien hoe het anders kan in de samenleving. Een dorpje van 1700 inwoners in de provincie Utrecht. Zij namen met een paar burgers het heft in eigen handen door een coöperatie op te richten.#MinderikMeerWij#APB2022 https://t.co/2zrndUuQTe,no,coalition,middle,conservative
621,CDA,2022,2022-09-21,Het voorkomen van kinderarmoede is topprioriteit. Daarom is het belangrijk dat het kindgebonden budget omhoog gaat om gezinnen te helpen in deze onzekere tijd.  #MinderikMeerWij#APB2022 https://t.co/9Dk4YgYIjl,no,coalition,middle,conservative
622,CDA,2022,2022-09-21,"De geopolitieke realiteit van de grootste landoorlog in Europa sinds de Tweede Wereldoorlog, dringt onze huizen binnen. De grootste bestaanszekerheidscrisis in decennia is aan de keukentafel voelbaar. #MinderikMeerWij#APB2022 https://t.co/R1EEHuzbOX",no,coalition,middle,conservative
623,CDA,2022,2022-09-21,Deze #AlgemeneBeschouwingen gaan over bestaanszekerheid. Maar ook over het besef dat je samen meer kan dan alleen. #MinderikMeerWij #APB2022 https://t.co/RkHzXwgsdR,no,coalition,middle,conservative
624,CDA,2022,2022-09-21,Op 4 en 5 mei herdenken we ieder jaar dat onze vrijheid en democratie nooit vanzelfsprekend zijn. Zonder sancties zal de agressie van Poetin niet stoppen. #APB2022 https://t.co/rBWjSrdMzw,no,coalition,middle,conservative
625,CDA,2022,2022-09-20,Doen wat nodig is. Voor een samenleving van #minderikmeerwij. 💼 Lees meer op: https://t.co/WuAFR5wz7A. https://t.co/Lk8uQuUUJ7,no,coalition,middle,conservative
626,CDA,2022,2022-09-20,We staan samen opnieuw voor een grote opgave: het waarborgen van onze bestaanszekerheid. Daarom komt het kabinet op deze #Prinsjesdag met plannen om mensen te helpen.Doen wat nodig is. Voor een samenleving van #minderikmeerwij.💼 Lees meer op: https://t.co/WuAFR5wz7A https://t.co/yM0Tv5oVLI,no,coalition,middle,conservative
627,CDA,2022,2022-09-19,"We doen het in Samenspraak! Het nieuwe live spreekuur van het CDA over actuele politieke kwesties. De eerste editie is met @karienvangennip en @i_dijk, morgen om 18:15 uur. Vragen kun je stellen via https://t.co/wVSXkzVvf6. https://t.co/V9UO5nNNMT",no,coalition,middle,conservative
628,CDA,2022,2022-09-18,"Journalisten en wetenschappers die hun werk niet meer kunnen doen door parlementariërs die doelbewust het vrije woord misbruiken.  ''Ik vind oprecht dat je dan een grens bereikt van wat je kunt tolereren, juist voor de verdediging van het vrije en open debat.'' - @PieterHeerma https://t.co/pYJERx7bml",no,coalition,middle,conservative
629,CDA,2022,2022-09-13,Iedereen moet de kans krijgen dicht bij thuis te wonen. Daarom wil @hugodejonge dat gemeenten de helft van de vrijgekomen huizen kunnen reserveren voor eigen inwoners. Lees hier meer: https://t.co/EBkdOL4gwH https://t.co/RJg8ljKnOq,no,coalition,middle,conservative
630,CDA,2022,2022-08-25,"“Het gaat er om dat je ook naar buiten gaat, gesprekken aangaat en luistert. En zorgt dat je dat kunt gebruiken in wat we hier aan het doen zijn.”Lees hier het interview van minister Hanke Bruins Slot met Elsevier: https://t.co/mk94iI7Mvt https://t.co/min76bniGO",no,coalition,middle,conservative
631,CDA,2022,2022-08-23,Het CDA is bezorgd over een politiek die de samenleving dreigt te verliezen. ‘We moeten bakens verzetten om deze impasse te doorbreken’. https://t.co/HKRdkhSmQV,no,coalition,middle,conservative
632,CDA,2022,2022-08-19,Alleen samen kunnen wij de grote vraagstukken van deze tijd aan.👉 lees hier de longread van @WBHoekstra: https://t.co/uerjWuWLI6 https://t.co/gpPWyDQQJm,no,coalition,middle,conservative
633,CDA,2022,2022-08-15,#teamCDA op pad door Utrecht. https://t.co/A1CNVzU4NQ,no,coalition,middle,conservative
634,CDA,2022,2022-08-06,"Vandaag varen wij met @D66, @VVD, @PvdA en @groenlinks zij aan zij mee met de Canal Parade van #PrideAmsterdam https://t.co/z8KcwWKfmv",no,coalition,middle,conservative
635,CDA,2022,2022-07-25,Staatssecretaris Marnix van Rij en gedeputeerde Friso Douwstra waren vandaag in Friesland. Ze gingen in gesprek over de kracht en toekomst van de landbouw en hele Fryske economie bij Maatschap Kooistra-Langhout in Eagum. Ook brachten ze een bezoek aan Fibremax in Joure. 💪 https://t.co/F9hIME1ymZ,no,coalition,middle,conservative
636,CDA,2022,2022-07-21,"Staatssecretaris Marnix van Rij is vandaag samen met Kamerleden @RaymondKnops en @MustafaAmhaouch  in Limburg om met leden en bestuurders in gesprek te gaan over vertrouwen tussen ""Den Haag"" en de ""regio's"". https://t.co/ERCf7EZK25",no,coalition,middle,conservative
637,CDA,2022,2022-07-16,"""Wat nu in Kamerdebatten gebeurt gaat echt een grens over"" volgens CDA fractievoorzitter Pieter Heerma vandaag in het AD. Pieter ging vissen met journalist Jan Hoedeman. 🎣👉 https://t.co/QwmnytARP1 https://t.co/1W6mewImAF",no,coalition,middle,conservative
638,CDA,2022,2022-07-14,"""Het is onze plicht straffeloosheid te voorkomen"" zegt Wopke Hoekstra vandaag in het AD over de Ukraine Accountability Conference in Den Haag, waar het gaat over hoe oorlogsmisdadigers in het Oekraïne-conflict kunnen worden vervolgd.👉 https://t.co/oz81jdGcgN https://t.co/GI7vQsIhO4",no,coalition,middle,conservative
639,CDA,2022,2022-07-02,@WBHoekstra 👉 Lees de hele speech van Wopke Hoekstra hier terug: https://t.co/4kAAVZpE31,no,coalition,middle,conservative
640,CDA,2022,2022-07-02,Fractievoorzitter @PieterHeerma vanmiddag samen met Tweede Kamerlid @HenriBontenbal en @ReneCuperus in gesprek over afgehaakt Nederland: “Het gaat om minder ik en meer wij.” #dvdcd https://t.co/AL5o7MfaKU,no,coalition,middle,conservative
641,CDA,2022,2022-07-02,CDA partijvoorzitter Hans Huibers feliciteert @SammyMahdi namens het CDA met het voorzitterschap van onze Vlaamse zusterpartij @cdenv! #dvdcd 🥳 https://t.co/SVwxJlOGv2,no,coalition,middle,conservative
642,CDA,2022,2022-07-02,Partijleider @WBHoekstra opent de Dag van de Christendemocratie in Nijkerk. #dvdcd https://t.co/751cuMlCh6,no,coalition,middle,conservative
643,CDA,2022,2022-07-01,"Wat ons betreft is het game over voor de zogenaamde ""loot box"". Deze digitale schatkistjes hebben namelijk veel weg van gokken. Met name kinderen worden gemanipuleerd om ze te kopen, met hoge kosten voor ouders als gevolg. @HenriBontenbal wil daarom een verbod op loot boxes. https://t.co/JzPrAVaWmR",no,coalition,middle,conservative
644,CDA,2022,2022-07-01,Op #KetiKoti staan we stil bij de verhalen en het belang van vrijheid en gelijkwaardigheid.,no,coalition,middle,conservative
645,CDA,2022,2022-07-01,Op 1 juli staan we stil bij Keti Koti. Letterlijk betekent het: ‘ketenen verbroken.’ Vandaag is het 159 jaar geleden dat de slavernij is afgeschaft op de Nederlandse Antillen en in Suriname door het tekenen van de Emancipatiewet. https://t.co/xQPKo1pHe0,no,coalition,middle,conservative
646,CDA,2022,2022-06-30,CDA-fractievoorzitter @PieterHeerma wil dat het kabinet en de boeren het gesprek weer aangaan om verdere escalatie te voorkomen. Er is maar één manier om hier uit te komen: samen! https://t.co/epd2uXnARD,no,coalition,middle,conservative
647,CDA,2022,2022-06-30,"Het CDA vindt goede, snelle en veilige verbindingen door heel Nederland belangrijk. Daarom vragen we vandaag, tijdens het debat over infrastructuur, ruimte en transport #MIRT, aandacht voor de #bereikbaarheid in alle regio’s 🚂🚗🚲. Bekijk hier onze inzet tijdens het debat ⤵️ https://t.co/Gn9nfr8SUd",no,coalition,middle,conservative
648,CDA,2022,2022-06-25,Vandaag is het Veteranendag. Op deze dag willen wij graag onze dank uitspreken naar alle veteranen die zich voor Nederland hebben ingezet. #veteranendag #Veteranendag2022 https://t.co/h1k1h4BP6p,no,coalition,middle,conservative
649,CDA,2022,2022-06-09,Gefeliciteerd!! 🎉🇳🇱🎒#geslaagd https://t.co/qXbRZLw5mR,no,coalition,middle,conservative
650,CDA,2022,2022-06-09,"Willen we een minister van Financiën, of een minister van Gemeenschapsgeld? @i_dijk is daar duidelijk over: niet de markt, maar de gemeenschap staat centraal. De minister van Gemeenschapsgeld moet daarom zuinig en zorgvuldig met het geld omgaan. #verantwoordingsdebat https://t.co/gReIOphVwy",no,coalition,middle,conservative
651,CDA,2022,2022-06-07,Het CDA gaat op zoek naar een lijsttrekker voor de Eerste Kamerverkiezingen! Meer informatie over de selectieprocedure voor lijsttrekker en kandidatenlijst voor de Eerste Kamerverkiezingen 👉 https://t.co/HqAMdycpE3 https://t.co/p9jbQ0jTe9,no,coalition,middle,conservative
652,CDA,2022,2022-06-07,Gefeliciteerd en veel succes! 💪 #TeamCDA,no,coalition,middle,conservative
653,CDA,2022,2022-06-01,Partijleider @WBHoekstra sprak vandaag op het @EPP  Congress in Rotterdam Ahoy. Lees de hele speech hier 👉 https://t.co/ATDj9u1J84#EPPRotterdam #WeStandWithDemocracy https://t.co/QxpFs55dxl,no,coalition,middle,conservative
654,CDA,2022,2022-06-01,Kijk live mee naar de speech van Wopke Hoekstra tijdens het EPP congress. #EPProtterdam #WeStandWithDemocracy https://t.co/sLyvht0QOv,no,coalition,middle,conservative
655,CDA,2022,2022-06-01,Europarlementariër @Esther_de_Lange is vandaag gekozen tot Vice-President van de @EPP. Namens #TeamCDA van harte gefeliciteerd! #EPPRotterdam #WeStandWithDemocracy https://t.co/NtOE3k0FS2,no,coalition,middle,conservative
656,CDA,2022,2022-06-01,Marnix van Rij (@StasFB) luisterend naar de indrukwekkende speech van de minister-president van Letland Arturs Krišjānis Kariņš over de Russische agressie. Vanochtend sprak hij met @SvenKockelmann live vanuit Ahoy. Luister terug 👉https://t.co/fIyYbfsrWy#EPPRotterdam https://t.co/O8oSKujTK2,no,coalition,middle,conservative
657,CDA,2022,2022-06-01,Partijleider @WBHoekstra in gesprek met commissie voorzitter @vonderleyen op het EPP Congress in Rotterdam.#EPPRotterdam#WeStandWithDemocracy https://t.co/zhW9pjPCLy,no,coalition,middle,conservative
658,CDA,2022,2022-06-01,Oud premier Jan Peter Balkenende opende vandaag het EPP Congress. 👉 Kijk zijn speech hier terug: https://t.co/N0qNlqTISL#EPProtterdam #WeStandWithDemocracy https://t.co/bAKECsTeKK,no,coalition,middle,conservative
659,CDA,2022,2022-06-01,Kijk live naar de opening van de tweede dag van het EPP Congress met Jan Peter Balkenende. #EPProtterdam #WeStandWithDemocracy https://t.co/N0qNlqC7ub,no,coalition,middle,conservative
660,CDA,2022,2022-06-01,Kijk om 9:45 uur mee naar de opening van de tweede dag met Jan Peter Balkenende. #EPPRotterdam #WeStandWithDemocracy.Live via dit kanaal of via https://t.co/EeIIX7s5B5 https://t.co/qd6bnz37XR,no,coalition,middle,conservative
661,CDA,2022,2022-05-31,"De #WeStandForUkraine rally op #EPPRotterdam begint met een minuut stilte. Daarna blaast Songfestivalwinaar @Ruslanaofficial de zaal omver met muziek en haar speech. Politici uit Oekraïne sluiten af. Ook de EPP is het eens: we staan op voor democratie, we staan op voor Oekraïne. https://t.co/1InIvGGbEk",no,coalition,middle,conservative
662,CDA,2022,2022-05-31,Kijk live mee naar de We Stand With Ukraine rally van het EPP Congress in Ahoy Rotterdam. #WeStandWithUkraine #WeStandWithDemocracy #EPPRotterdam https://t.co/UPgxmjXV6k,no,coalition,middle,conservative
663,CDA,2022,2022-05-31,CDA Partijleider @WBHoekstra stond vanavond al even op het podium van het EPP Congress om in gesprek te gaan over hoe we de democratie kunnen verdedigen. Kijk het debat hier terug 👉 https://t.co/680gBKrE8C#EPPRotterdam #WeStandWithDemocracy https://t.co/J4a6LPaMsF,no,coalition,middle,conservative
664,CDA,2022,2022-05-31,CDA partijvoorzitter Hans Huibers opende vandaag het EPP Congress. 👉 Lees zijn speech terug op de website: https://t.co/pSPlNFo8QL#EPProtterdam #WeStandWithDemocracy https://t.co/zCmuimY6iz,no,coalition,middle,conservative
665,CDA,2022,2022-05-31,Kijk live mee naar de opening van het EPP Congress door CDA partijvoorzitter Hans Huibers.  #EPProtterdam #WeStandWithDemocracy https://t.co/3jnia5p8Iy,no,coalition,middle,conservative
666,CDA,2022,2022-05-31,Partijvoorzitter Hans Huibers opent om 14:00 uur het EPP Congress! #EPPRotterdam📺 Kijk live: https://t.co/5Eyax3hKbJHet thema van het EPP Congress is #WeStandWithDemocracy. Samen maken we een vuist tegen iedereen die de democratie bedreigt. https://t.co/Bqbv7yeOWD,no,coalition,middle,conservative
667,CDA,2022,2022-05-31,🇪🇺 Vandaag is het zover! Het EPP Congress in @rotterdamahoy. #EPPRotterdam #WeStandWithDemocracyKijk vanmiddag vanaf 14:00 uur live mee via https://t.co/NvTjyh18C5. https://t.co/rqh2Xboyo8,no,coalition,middle,conservative
668,CDA,2022,2022-05-30,🎬 Europarlementariër @tbwberendsen neemt ons mee achter de schermen tijdens het EPP Congress. Volg ons op Instagram! 👉 https://t.co/BGoeDDw0ji #EPPRotterdam #WeStandWithDemocracy https://t.co/8h4piR8eOj,no,coalition,middle,conservative
669,CDA,2022,2022-05-30,Dinsdag en woensdag zal @LucilleWerner het EPP Congress presenteren! #EPPRotterdam #WeStandWithDemocracyOp de hoogte blijven van het congres? Volg @cdavandaag op Instagram.👉 https://t.co/zTgzfOuLQj https://t.co/HEYoq48Oto,no,coalition,middle,conservative
670,CDA,2022,2022-05-29,"Over 2 dagen is het zover! Het EPP Congress in Ahoy Rotterdam.In de aanloop naar het EPP Congress gingen wij in gesprek met Luc Vandeputte, Hans Huibers en Martijn Breukelman over de organisatie, de focus en het doel van het congres. Benieuwd? 👉 https://t.co/qtGFB1GrsV https://t.co/WfGxHpooWe",no,coalition,middle,conservative
671,CDA,2022,2022-05-20,"⤴️ Wij zijn blij met deze #Voorjaarsnota, waarmee het kabinet de lopende begroting aanpast.✅ Een mooi evenwichtig pakket, waarmee we zorgen voor meer bestaanszekerheid en fors investeren in onze veiligheid! #MeerWijMinderIk🔗 https://t.co/cd3xNidCKb https://t.co/sUIPSGbONB",no,coalition,middle,conservative
672,CDA,2022,2022-05-19,🏡 Iedereen heeft recht op een betaalbare woning. Minister @hugodejonge komt met plannen om:👉 meer te bouwen voor lage- en middeninkomens👉 middenhuur te reguleren👉 huurders en kopers beter te beschermenLees meer: https://t.co/TwKzt5umUT https://t.co/96gzlF5qrG,no,coalition,middle,conservative
673,CDA,2022,2022-05-10,"🇪🇺 ""Er is een nieuwe Europese aanpak nodig."" Lees @WBHoekstra zijn speech over geopolitiek en de toekomst van Europa terug 👉 https://t.co/gi4MbANdA8 https://t.co/9gQFIbnHI6",no,coalition,middle,conservative
674,CDA,2022,2022-05-09,📺 Kijk nu live naar de Europaspeech van minister van Buitenlandse Zaken @WBHoekstra over onze kijk op Europa. https://t.co/jwMWlTYy9W,no,coalition,middle,conservative
675,CDA,2022,2022-04-27,🧡 Het is #Koningsdag! Van harte gefeliciteerd Koning Willem-Alexander. 📸 RVD - Martijn Beekman https://t.co/hMUGtmeXtw,no,coalition,middle,conservative
676,CDA,2022,2022-04-26,✨ Lintjesregen ✨ Iedereen die vandaag een koninklijke onderscheiding krijgt namens #teamCDA van harte gefeliciteerd! https://t.co/Q07jNGQ1fg,no,coalition,middle,conservative
677,CDA,2022,2022-04-16,"🗞 #Leestip! Dit weekend staat er een interview met Tweede Kamerlid @HenriBontenbal in het @ndnl. Over zijn geloof, politieke drijfveren en de uitdagingen van klimaatverandering waar we als samenleving elke dag mee te maken hebben.🔗 https://t.co/UhgXj8Ji1t https://t.co/9uXsUKlR8A",no,coalition,middle,conservative
678,CDA,2022,2022-04-11,Het Internationale Strafhof in Den Haag heeft een cruciale rol bij het opsporen en berechten van daders. Door de oorlog in Oekraïne is het enorm belangrijk dat er meer geld vrijkomt voor de vervolging van de schuldigen aan deze misdaden. 🔗https://t.co/8htKHUMH6m(2/2),no,coalition,middle,conservative
679,CDA,2022,2022-04-11,⚖️ Nederland wil dat gerechtigheid volgt voor de slachtoffers van de Russische invasie.Op initiatief van minister @WBHoekstra nam hoofdaanklager Karim Khan van het Internationale Strafhof in Den Haag deel aan een bijeenkomst met de EU-ministers van Buitenlandse zaken. (1/2) https://t.co/Vyd975TblX,no,coalition,middle,conservative
680,CDA,2022,2022-04-06,"Het kabinet moet aan de slag met kleine, modulaire kernreactoren. Tweede Kamerlid @HenriBontenbal komt vandaag met een actieplan in de strijd tegen fossiele brandstoffen. 🔗 Lees het plan hier: https://t.co/f84Rt9cspq https://t.co/LLen83Qok3",no,coalition,middle,conservative
681,CDA,2022,2022-03-31,Historisch moment. President @ZelenskyyUa sprak de Tweede Kamer toe over de oorlog in Oekraïne. #toespraak https://t.co/6FM5jYE8Gj,no,coalition,middle,conservative
682,CDA,2022,2022-03-25,"Kamerlid @harryvdmolen: “Met deze voorstellen wil het CDA snel met de minister in gesprek over hoe we met de beschikbare middelen de groep studenten die in aanmerking kan komen voor een beurs, zo groot mogelijk kunnen maken. Zodat onderwijs voor iedereen toegankelijk wordt.”",no,coalition,middle,conservative
683,CDA,2022,2022-03-25,Belofte maakt schuld? In dit geval niet: het leenstelsel wordt afgeschaft en de basisbeurs komt terug!Het CDA is altijd tegenstander geweest van het leenstelsel. Goed dat het kabinet vandaag komt met voorstellen voor #TerugkeerBasisbeurs. 🔗 https://t.co/BWjSFqqtzU https://t.co/DEufPIYwez,no,coalition,middle,conservative
684,CDA,2022,2022-03-17,Wij bedanken iedereen die de afgelopen dagen heeft gestemd! 🙌Het CDA wil verder bouwen aan een samenleving met minder ik en meer wij. Doe mee &amp; word lid! 👉 https://t.co/Dc9Z3kOLta https://t.co/wmNcXOlvME,no,coalition,middle,conservative
685,CDA,2022,2022-03-17,#TeamCDA feliciteert de 1105 gekozen kandidaten en wenst hen veel succes! 💚 Samen bouwen we aan een samenleving met minder ik en meer wij. #GR22 https://t.co/vh440mOa5H,no,coalition,middle,conservative
686,CDA,2022,2022-03-16,De stembussen zijn gesloten!#TeamCDA bedankt iedereen voor het stemmen. 💪 https://t.co/CHmaGTRnHC,no,coalition,middle,conservative
687,CDA,2022,2022-03-16,Wij zijn bedroefd door het overlijden van Piet Bukman. https://t.co/zX3DQ30Mr7,no,coalition,middle,conservative
688,CDA,2022,2022-03-16,Zweef je nog? Stem CDA! #IkStemCDA https://t.co/zBzmNPFkkp,no,coalition,middle,conservative
689,CDA,2022,2022-03-16,Partijleider @WBHoekstra heeft vanochtend zijn stem uitgebracht in Bussum! #IkStemCDAVandaag is de laatste dag dat je kan stemmen op één van onze 7046 kandidaten. 💪 https://t.co/atz44a0RzH,no,coalition,middle,conservative
690,CDA,2022,2022-03-15,#HeelNederlandHelpt bij het inzamelen van spullen of door het opvangen van Oekraïense vluchtelingen.Nu zaak dat we vraag en aanbod beter stroomlijnen en coördineren. 👉https://t.co/am0DG9NiXh https://t.co/K5RQajl0QO,no,coalition,middle,conservative
691,CDA,2022,2022-03-15,"Niemand weet hoe de oorlog in Oekraïne zal verlopen. “Wat je wel ziet in Nederland is dat er een enorme verbondenheid is. Een enorme zorg over de oorlog, maar ook solidariteit, bij het helpen van deze mensen.” #NederlandKiest #NOSdebat #GR2022 https://t.co/AnaLmDR4Xm",no,coalition,middle,conservative
692,CDA,2022,2022-03-15,🏡 Iedereen heeft recht op een betaalbare woonplek.“Laten we het extra geld voor volkshuisvesting gebruiken om het probleem daadwerkelijk op te lossen. Door veel meer te bouwen.“ #NederlandKiest #NOSdebat #GR2022 https://t.co/U9eES7Ihpy,no,coalition,middle,conservative
693,CDA,2022,2022-03-15,Kijk vanavond vanaf 20:30 uur mee naar het #NOSdebat met partijleider @WBHoekstra. #IkStemCDA https://t.co/0HWV3b3hMv,no,coalition,middle,conservative
694,CDA,2022,2022-03-14,👨‍🌾👩‍🌾 Trots op onze boeren en tuinders! Met de grote uitdagingen die er zijn is het belangrijk dat er ook voldoende agrarische kennis is in de gemeenteraad. Stem daarom op één van de CDA boeren of tuinders in jouw gemeente! #IkStemCDA https://t.co/HCHK0QUZFa,no,coalition,middle,conservative
695,CDA,2022,2022-03-14,💪 Met meer dan 7000 kandidaten is het CDA vertegenwoordigd in jouw dorp of stad tijdens de gemeenteraadsverkiezingen! 🗳 Vanaf vandaag zijn de stembussen geopend! Stem op één van onze kandidaten. #IkStemCDA https://t.co/EU3KyVbvc3,no,coalition,middle,conservative
696,CDA,2022,2022-03-12,"Waarom een Nederland van ‘minder ik, meer wij’ een mooier en eerlijker land wordt? Lees hier het persoonlijke verhaal van @PieterHeerma in #nieuwerevu. ⤵️#IkStemCDA https://t.co/C2kIQs7zZV",no,coalition,middle,conservative
697,CDA,2022,2022-03-11,Het kabinet neemt opnieuw aanvullende maatregelen om mensen met lage en middeninkomens tegemoet te komen voor de stijgende energieprijzen en de aanhoudende inflatie. Lees meer 👉 https://t.co/WurfZckCgB https://t.co/XyFER8HxvZ,no,coalition,middle,conservative
698,CDA,2022,2022-03-11,De komende jaren moet er veel meer gebouwd worden. Dat is duidelijk.Vandaag presenteert minister @hugodejonge de Nationale Woon- en Bouwagenda en het programma Woningbouw om de woningcrisis tegen te gaan. Lees meer 👉 https://t.co/a7EXQ3VrBi https://t.co/yWVv7I5W8b,no,coalition,middle,conservative
699,CDA,2022,2022-03-11,“Economische klappen als deze wegen zwaarder voor mensen die het al niet ruim hebben. Met deze maatregelen komen we de ergste nood tegemoet van die mensen die dat het hardst nodig hebben.” - Minister van Sociale Zaken @karienvangennip https://t.co/zgDIMoRUJs,no,coalition,middle,conservative
700,CDA,2022,2022-03-09,Steeds meer lokale politici hebben te maken met bedreiging en intimidatie. CDA-raadsleden @majomijling  en Gerhard van Galen vertellen hier meer over. ⤵️https://t.co/Q9KngovU9W,no,coalition,middle,conservative
701,CDA,2022,2022-03-09,"“Wanneer raadsleden, wethouders of burgemeesters worden bedreigd of geïntimideerd, tast dat de kern van de democratie aan. Dat mogen we nooit normaal gaan vinden.” - Minister @HankeBruinsSlot over haar plannen om de weerbaarheid te versterken. 👉 https://t.co/tEMgcTrq8N https://t.co/5PyZdGGZEs",no,coalition,middle,conservative
702,CDA,2022,2022-03-08,Betaald ouderschapsverlof moet jonge vaders en moeders helpen om werk en zorg te kunnen combineren.Vanaf augustus hebben ouders recht op 9 weken ouderschapsverlof tegen 70% van het dagloon schrijft minister @karienvangennip. 🔗https://t.co/o3Y59V7fii https://t.co/fDncGwlWLA,no,coalition,middle,conservative
703,CDA,2022,2022-03-08,"#InternationaleVrouwendag""We hebben nog een flinke weg te gaan naar echte gelijkwaardigheid. We hebben nog steeds een flinke dosis extra talent, doorzettingsvermogen en opofferingsgezindheid nodig. En een beetje hulp."" - Minister @karienvangennip 🗞️ https://t.co/N4TImY92Kv https://t.co/uexVtnBa8h",no,coalition,middle,conservative
704,CDA,2022,2022-03-08,Vandaag is het #InternationaleVrouwendag!Wij zijn trots op al onze lijsttrekkers voor de gemeenteraadsverkiezingen. Een mooi team!⤵️ #GR22 https://t.co/qjSDxUqhru,no,coalition,middle,conservative
705,CDA,2022,2022-03-07,🇺🇦🇳🇱 Heel Nederland in actie voor Oekraïne! #Giro555Tweede Kamerleden @AnneKuik en @AgnesMulderCDA helpen vandaag bij de actiedag van @Giro555. Bellen kan via 0800-1112 of geef via https://t.co/55voivQrY7 #heelNederlandhelpt https://t.co/uMv40pJD1l,no,coalition,middle,conservative
706,CDA,2022,2022-03-06,“Ik vind dat heel Europa veel meer in staat moet zijn om zelf dit continent te verdedigen. De samenwerking tussen de NAVO en de EU zal aanmerkelijk moeten versterken.”@WBHoekstra bij #Buitenhof https://t.co/Pe7uAXIlnJ,no,coalition,middle,conservative
707,CDA,2022,2022-03-03,🏡 Iedereen moet betaalbaar kunnen wonen!Woningcorporaties hebben een forse opdracht om te bouwen. Zij krijgen hun plaats én de ruimte als maatschappelijke onderneming om samen met gemeenten te bouwen.🗞️ https://t.co/1qhBnosIRuLees onze #woonvisie ➡️ https://t.co/UbVjtprv6I https://t.co/kUN1smuxLZ,no,coalition,middle,conservative
708,CDA,2022,2022-03-03,"@StasFB Van Rij laat de Kamer i.s.m. @hugodejonge weten dat er gekeken wordt naar een verlaging van de jubelton. Het belastingvrij helpen bij het kopen van een huis, vergroot de ongelijkheid, omdat alleen kinderen van vermogende ouders ervan profiteren. https://t.co/JtxvBCgf0n",no,coalition,middle,conservative
709,CDA,2022,2022-03-03,🏡 Betaalbaar wonen voor iedereen. Dat is het doel. #woonvisie “Het tekort aan betaalbare woonruimte is groot. Vanwege het beperkte aanbod lopen mensen letterlijk vast. Dat vraagt om een nieuwe visie op wonen.” - @JacoGeurts 👉 Bekijk onze plannen op https://t.co/tUYwRLZdNA https://t.co/0bDLYeQDob,no,coalition,middle,conservative
710,CDA,2022,2022-02-28,CDA partijvoorzitter Hans Huibers bij het partijbureau dat blauw en geel is uitgelicht: Wij staan naast de Oekraïners in hun strijd voor deze gedeelde waarden. 🇺🇦 https://t.co/mWeGBOIt9X,no,coalition,middle,conservative
711,CDA,2022,2022-02-28,🇺🇦 Het CDA partijbureau kleurt vanavond blauw en geel uit solidariteit met de mensen in Oekraïne. #StandWithUkraine📷 Leonard Walpot https://t.co/vdoupPqGmH,no,coalition,middle,conservative
