,Party,Year,Date,Tweet,Populist,Role,Left/right,Prog/cons
3832,PvdA,2022,2022-03-15,"“Als u van mij niet wil aannemen dat de bezuiniging op de jeugdzorg van tafel moet, neem het dan aan van de wethouders die woest zijn. En neem het aan van de medewerkers die vandaag op het Malieveld demonstreerden voor betere jeugdzorg.” #NederlandKiest #GR2022 https://t.co/YRybhew0s1",no,opposition,left,progressive
3833,PvdA,2022,2022-03-15,"Afgelopen 12 jaar was de VVD verantwoordelijk voor het ministerie van justitie. En wat krijgen mensen? Geen wijkagent voor een veilige buurt, maar wel een deurwaarder als ze een formulier per ongeluk verkeerd hebben ingevuld. #gemeenteraadsverkiezingen2022 #GR2022 #nederlandkiest https://t.co/7bayvWwHVp",no,opposition,left,progressive
3834,PvdA,2022,2022-03-15,Over een halfuur begint het NOS-slotdebat! #GR2022 #gemeenteraadsverkiezingen2022@PloumenLilianne gaat in debat over de toekomst van Nederland en de situatie in de wereld. Kijk live mee op @NPO1. https://t.co/sqRTtvHbCv,no,opposition,left,progressive
3835,PvdA,2022,2022-03-15,"@meyrem_deniz Mocht je morgen nog twijfelen, je mag ons je vragen appen via https://t.co/43x3D9I89t",no,opposition,left,progressive
3836,PvdA,2022,2022-03-15,Kijk vanavond om 20.30 uur live naar het NOS-slotdebat! #GR2022 #gemeenteraadsverkiezing2022@PloumenLilianne gaat in debat over de toekomst van Nederland en de situatie in de wereld. Het debat is te zien op @NPO1. https://t.co/laUzaPRH7E,no,opposition,left,progressive
3837,PvdA,2022,2022-03-15,"Lees hier meer over het voorstel, ingediend door @HabtamudeHoop, @Ahammelburg en @LauraBromet. ⤵️https://t.co/DNAkh3sRwp",no,opposition,left,progressive
3838,PvdA,2022,2022-03-15,"Ons voorstel om Artikel 1 van de Grondwet aan te passen, zodat LHBT-ers en mensen met een handicap beter worden beschermd, is aangenomen! In Nederland moet je vrij jezelf kunnen zijn, ongeacht op wie je verliefd wordt of de beperking die je hebt.❤️🏳️‍🌈https://t.co/Cu9WoqK4QZ",no,opposition,left,progressive
3839,PvdA,2022,2022-03-15,"Kies voor een eerlijker en socialer Nederland, waar minder verdeeldheid is en waar we naar elkaar omzien. #StemSociaal#GR2022 #gemeenteraadsverkiezingen2022 https://t.co/4XBwJBMR8V",no,opposition,left,progressive
3840,PvdA,2022,2022-03-15,"""Rozen worden reuzen!"" 🌹Wonen moet betaalbaar zijn. Een normaal leven moet haalbaar zijn. Daar gaat @pvdarotterdam voor! #StemSociaal#GR2022 #gemeenteraadsverkiezingen2022 https://t.co/YEDnqf7LLg",no,opposition,left,progressive
3841,PvdA,2022,2022-03-15,@debroervanroos Afhankelijk van hoe je het uitspreekt:a) PvdA ☑️b) Partij van de Arbeid ☑️c) Péé van de Aaa ☑️,no,opposition,left,progressive
3842,PvdA,2022,2022-03-15,"Het is tijd voor concrete maatregelen, zodat we wonen weer betaalbaar kunnen maken voor iedereen! #StemSociaal Onze oplossingen: https://t.co/R7bLRpmtcq#GR2022 #gemeenteraadsverkiezingen2022 https://t.co/r08d8TeTg4",no,opposition,left,progressive
3843,PvdA,2022,2022-03-15,'Er zijn genoeg oplossingen voor de jeugdzorg. Maar dat begint met de voorgenomen bezuinigingen terug te draaien.'@attjekuiken met @Lisawesterveld vandaag in @ADnl over hoe we de jeugdzorg weer vooruit kunnen helpen. ⤵️https://t.co/cf2hNY6Sta,no,opposition,left,progressive
3844,PvdA,2022,2022-03-15,Je kunt vandaag stemmen! #GR2022 🗳Weet je nog niet wat je stemt? Wil je meer weten over onze plannen voor een eerlijker en socialer Nederland? Of ken je iemand die nog twijfelt? App ons! We helpen je graag met het beantwoorden van je vragen. 💬➡️ https://t.co/AXVGFbgjKq https://t.co/31TJxHSm17,no,opposition,left,progressive
3845,PvdA,2022,2022-03-15,"“Als we zwijgen, dan verliezen we. Onze stem moet nú doorklinken. En uw stem zal ook moeten doorklinken als u naar de stembus gaat.” - @TimmermansEUDeze verkiezingen staat er écht wat op het spel. Dus laat je horen. Ga stemmen, vandaag of morgen! #StemSociaal #GR2022 https://t.co/7G6AYDR7Hz",no,opposition,left,progressive
3846,PvdA,2022,2022-03-15,"Vandaag kun je kiezen voor een eerlijker en socialer Nederland, waar minder verdeeldheid is en waar we naar elkaar omzien. #StemSociaal, kies PvdA!Check hier welke stembureaus in jouw gemeente vandaag open zijn: https://t.co/QC0X4HMyBz#GR2022 #gemeenteraadsverkiezingen2022 https://t.co/M86j9DvUBY",no,opposition,left,progressive
3847,PvdA,2022,2022-03-14,Willem is 84 jaar. Quirina is 17 jaar. Ze zijn allebei verkiesbaar voor de #gemeenteraadsverkiezingen2022. Wat drijft ze? Waarom zitten ze in de politiek? En hoe zien zij Nederland voor zich over tien jaar?Check hier het hele gesprek. ⤵️https://t.co/xiGbJ9bUyv https://t.co/2rua5AWCXs,no,opposition,left,progressive
3848,PvdA,2022,2022-03-14,"Het is tijd voor eerlijkere en socialere keuzes, waarmee wonen weer betaalbaar wordt voor iedereen. 🏡Samen krijgen we het voor elkaar. Ga stemmen, vandaag, morgen of overmorgen! #StemSociaal #GR2022 #gemeenteraadsverkiezingen2022 https://t.co/PV2ReCGhyo",no,opposition,left,progressive
3849,PvdA,2022,2022-03-14,"Met de juiste keuzes kunnen we ervoor zorgen dat wonen voor iedereen weer betaalbaar wordt. 🏡Ga dus stemmen, vandaag, morgen of overmorgen! #StemSociaal #GR2022 https://t.co/WjaFJCjCW0",no,opposition,left,progressive
3850,PvdA,2022,2022-03-14,Het moet en kan anders. Eerlijker en socialer! Met concrete maatregelen kunnen we wonen weer betaalbaar maken voor iedereen. #StemSociaal #gemeenteraadsverkiezingen2022 🏡Onze oplossingen: https://t.co/R7bLRpmtcq https://t.co/NQpFg7cWdp,no,opposition,left,progressive
3851,PvdA,2022,2022-03-14,"De stembureaus zijn open! 🗳 Ga je stemmen, maar weet je nog niet waarop? Of wil je meer weten over onze plannen voor een eerlijker en socialer Nederland? App ons! We helpen je graag met het beantwoorden van je vragen. 💬➡️ https://t.co/AXVGFbxV90 https://t.co/u6j1ibSGqF",no,opposition,left,progressive
3852,PvdA,2022,2022-03-14,Kunnen we allemaal een thuis vinden? Kijken we naar elkaar om? En naar wie wordt er geluisterd?Deze gemeenteraadsverkiezingen bepaal jij. Laten we kiezen voor wat écht belangrijk is. #StemSociaal! https://t.co/eSWZBqfYCi,no,opposition,left,progressive
3853,PvdA,2022,2022-03-14,"De stembureaus zijn open! 🗳Vandaag kun je kiezen voor een eerlijker en socialer Nederland, waar minder verdeeldheid is en waar we naar elkaar omzien. #StemSociaalCheck hier welke stembureaus in jouw gemeente vandaag open zijn: https://t.co/QC0X4HuXcZ https://t.co/AeO3p3AW76",no,opposition,left,progressive
3854,PvdA,2022,2022-03-13,"We kunnen de grootste worden in Amsterdam! 💪🌹Maar we zijn er nog niet. Ga daarom stemmen, op 14, 15 of 16 maart. Samen kunnen we het eerlijker en socialer maken! #StemSociaalhttps://t.co/gCBNyUx1oy",no,opposition,left,progressive
3855,PvdA,2022,2022-03-13,Vandaag gaan de laatste flyers de brievenbussen in en worden de laatste rozen uitgedeeld. 🌹Morgen is het zover. Dan gaan de eerste stembureaus open. Nederland moet en kan eerlijker en socialer! En met jouw stem krijgen we dat voor elkaar. #StemSociaal! 🗳 https://t.co/lKud0tiqQG,no,opposition,left,progressive
3856,PvdA,2022,2022-03-13,"Het moet eerlijker en socialer. En het kan ook! Met de juiste keuzes kunnen we ervoor zorgen dat wonen voor iedereen weer betaalbaar wordt. 🏡Ga dus stemmen, op 14, 15 of 16 maart! #StemSociaal https://t.co/gbKkt31x9D",no,opposition,left,progressive
3857,PvdA,2022,2022-03-12,Ongelijkheid is een recept voor verdeeldheid. Daarom is het nu belangrijker dan ooit om politieke keuzes te maken die ervoor zorgen dat mensen niet achterblijven. #StemSociaal@PloumenLilianne bij #ditisM. ⤵️ https://t.co/B2HwUNzrWX,no,opposition,left,progressive
3858,PvdA,2022,2022-03-12,"Wat een energie! 🔥 Overal in Nederland gaan PvdA'ers de straat op voor een eerlijker en socialer Nederland. 🌹Op 14, 15 en 16 maart is het aan jou. Dan kun je kiezen voor wat écht belangrijk is! #StemSociaal https://t.co/b8QmBiOaLn",no,opposition,left,progressive
3859,PvdA,2022,2022-03-12,"Het is tijd dat vermogenden een eerlijke bijdrage gaan leveren, zodat we kunnen investeren in wat belangrijk is voor ons allemaal.Samen met GroenLinks hebben we daar een plan voor. #StemSociaal ⤵️https://t.co/AwxusbFTXn",no,opposition,left,progressive
3860,PvdA,2022,2022-03-12,"• Bevries de energieprijzen.• Pak verhuurders aan die huizen niet isoleren.• Help mensen met een extra huurtoeslag.Dat zijn gerichte oplossingen om mensen die nu in de knel zitten met de energierekening, écht te helpen. @PloumenLilianne bij #ditisM. ⤵️ https://t.co/iUMdZ59Pvi",no,opposition,left,progressive
3861,PvdA,2022,2022-03-11,Kunnen we allemaal een thuis vinden? Kijken we naar elkaar om? En naar wie wordt er geluisterd?Deze gemeenteraadsverkiezingen bepaal jij. Laten we kiezen voor wat écht belangrijk is. #StemSociaal https://t.co/MfCtidtoV2,no,opposition,left,progressive
3862,PvdA,2022,2022-03-11,"Het koopkrachtpakket van het kabinet is totaal ongericht, komt voor veel mensen te laat en is volstrekt onvoldoende.@PloumenLilianne praat er om 19.00 uur over bij #ditisM op @NPO1. ⤵️",no,opposition,left,progressive
3863,PvdA,2022,2022-03-11,"Volgende week zijn de gemeenteraadsverkiezingen! 🗳Ga je stemmen, maar weet je nog niet waarop? Of wil je meer weten over onze plannen voor een eerlijker en socialer Nederland? App ons! We helpen je graag met het beantwoorden van je vragen. 💬➡️ https://t.co/AXVGFbxV90 https://t.co/87ktIGMTin",no,opposition,left,progressive
3864,PvdA,2022,2022-03-11,"“Als we zwijgen, dan verliezen we. Onze stem moet nú doorklinken. En uw stem zal ook moeten doorklinken als u volgende week naar de stembus gaat.” - @TimmermansEUDeze verkiezingen staat er écht wat op het spel. Dus laat je horen. Ga stemmen! Op 14, 15 of 16 maart. #StemSociaal https://t.co/vxYw3BgoFE",no,opposition,left,progressive
3865,PvdA,2022,2022-03-11,Het kan écht eerlijker en socialer! #StemSociaal 🌹Op initiatief van @pvdarotterdam kunnen huurders in Rotterdam huurteams inschakelen. Betaal je te veel huur? Dan zorgen zij ervoor dat deze naar beneden gaat. 🏡Zo ging de huur voor Lars met 300 euro per maand(!) omlaag. ⤵️ https://t.co/XnpLaxYbq0,no,opposition,left,progressive
3866,PvdA,2022,2022-03-11,Hoe helpen we mensen met de stijgende energierekening? En hoe kan de gemeente een bijdrage  leveren aan een schoon en duurzaam Nederland?Lijstrekker van @pvda_amsterdam @MarjoleinMoor en @TimmermansEU gaan hier zo om 10.00 uur over in gesprek.Kijk mee!https://t.co/Qc6YP3vM9O,no,opposition,left,progressive
3867,PvdA,2022,2022-03-10,Met de lijsttrekkers van Limburg tekenen @PloumenLilianne en @TimmermansEU het #PactVoorLimburg. 💪Lees onze plannen voor een Limburg waar iedereen zich thuis voelt. #StemSociaal➡️ https://t.co/os6NX79w4A https://t.co/mzVFWE1Ssv,no,opposition,left,progressive
3868,PvdA,2022,2022-03-10,"Over tien minuten gaat @PloumenLilianne in gesprek met @TimmermansEU, in zijn stamkroeg Café Pelt in Heerlen. Kijk mee! ⤵️",no,opposition,left,progressive
3869,PvdA,2022,2022-03-10,Hoe steunen we Oekraïne? En wat kunnen we doen tegen de alsmaar stijgende energieprijzen?@PloumenLilianne en Vicepresident van de Europese Commissie @TimmermansEU gaan hier vanmiddag om 17.00 uur over in gesprek.Kijk live mee!https://t.co/0vwwRSymFE https://t.co/Sd4uLcXfd9,no,opposition,left,progressive
3870,PvdA,2022,2022-03-10,Maak je je ook zorgen over de stijgende energieprijzen? Je bent niet de enige.Het is tijd om in actie te komen en mensen te helpen met concrete maatregelen. @PloumenLilianne noemt een aantal oplossingen bij @WNLVandaag. ⤵️ https://t.co/LsSGFSehu4,no,opposition,left,progressive
3871,PvdA,2022,2022-03-10,".@balstermartijn, lijsttrekker van @PvdADenHaag, bij #ditisM. ⤵️",no,opposition,left,progressive
3872,PvdA,2022,2022-03-09,"Kijk hier live mee naar de verdediging van het voorstel, dat we samen indienen met D66 en GroenLinks: https://t.co/HNuNOdcnx3Meer weten over ons voorstel? Je leest er hier alles over. ⤵️https://t.co/DNAkh3sRwp",no,opposition,left,progressive
3873,PvdA,2022,2022-03-09,".@HabtamudeHoop gaat nu in debat over ons voorstel om Artikel 1 van de Grondwet aan te passen, zodat LHBT-ers en mensen met een handicap beter worden beschermd. In Nederland moet je namelijk jezelf kunnen zijn, ongeacht op wie je verliefd wordt of de beperking die je hebt. ❤️ https://t.co/f9kwb1Sp9G",no,opposition,left,progressive
3874,PvdA,2022,2022-03-09,"Onze oplossingen?Onlangs lanceerden PvdA-afdelingen in het hele land een woonmanifest, met concrete maatregelen om wonen weer betaalbaar te maken voor iedereen. 🏡Je leest er hier alles over: https://t.co/R7bLRpE4B0 https://t.co/JHicp9mO9v",no,opposition,left,progressive
3875,PvdA,2022,2022-03-09,Kijktip! 📺Vanavond om 19.00 uur is lijsttrekker van @PvdADenHaag @balstermartijn bij #ditisM op NPO1 om te praten over hoe we de wooncrisis kunnen oplossen. ⤵️,no,opposition,left,progressive
3876,PvdA,2022,2022-03-09,"""Het is nu écht belangrijk om mensen te helpen en goed samen te werken om deze crisis te bezweren.""@PloumenLilianne praat bij @WNLVandaag over hoe Nederland en de EU Oekraïne kunnen ondersteunen. ⤵️ https://t.co/htjouCAJvM",no,opposition,left,progressive
3877,PvdA,2022,2022-03-09,"“Ik eet niet onderweg. Want als ik eet, dan moet ik naar het toilet.”Ruud deelt zijn ervaring en die van andere pakketbezorgers. ⤵️ https://t.co/WgmHrCezDf",no,opposition,left,progressive
3878,PvdA,2022,2022-03-09,"Het is de Dag van de Pakketbezorger. 📦Wist je dat pakketbezorgers soms wel 300 pakketjes per dag moeten bezorgen, zonder pauzes?Dat kan écht niet. Pakketbezorgers verdienen een fatsoenlijk loon, bescherming en meer tijd om te bezorgen! Ons plan. ⤵️https://t.co/Yvu70jJcwx",no,opposition,left,progressive
3879,PvdA,2022,2022-03-08,"Lees hier alles over ons wetsvoorstel, die we samen indienen met GroenLinks en SP. ⤵️https://t.co/69rfTd7Du4",no,opposition,left,progressive
3880,PvdA,2022,2022-03-08,.@henknijboer gaat nu in debat over ons wetsvoorstel voor voldoende betaalbare woningen. 🏡Kijk live mee. ⤵️https://t.co/OI49Rwio63,no,opposition,left,progressive
3881,PvdA,2022,2022-03-08,"Over een kwartier gaan @PloumenLilianne, @KatiPiri en @LennaVromans in gesprek met vrouwen uit Rusland, Oekraïne en Belarus, die hun perspectief delen over vrouwenrechten in oorlogstijd. #InternationaleVrouwendag Kijk om 20.00 uur live mee. ⤵️https://t.co/6Ipyu5SJpl",no,opposition,left,progressive
3882,PvdA,2022,2022-03-08,‘Linkse wetswijziging moet verdwijnen sociale huurwoningen voorkomen.’Meer informatie over ons wetsvoorstel. ⤵️https://t.co/013U73Qx7q,no,opposition,left,progressive
3883,PvdA,2022,2022-03-08,"Vanavond gaan @PloumenLilianne, @KatiPiri en @LennaVromans in gesprek met vrouwen uit Rusland, Oekraïne en Belarus, die hun perspectief delen over vrouwenrechten in oorlogstijd.Kijk om 20.00 uur live mee. ⤵️https://t.co/h92hDsmlPB",no,opposition,left,progressive
3884,PvdA,2022,2022-03-08,Vandaag is het #InternationaleVrouwendag! ✊Er is nog een wereld te winnen als het gaat om gelijke rechten voor vrouwen. Daarom gingen we afgelopen weekend samen met duizenden anderen de straat op om mee te doen met de #WomensMarch. 🪧📣#InternationalWomensDay https://t.co/nVrlqk9CBM,no,opposition,left,progressive
3885,PvdA,2022,2022-03-08,"Zijn we er dan met deze wet? Nee, zeker niet. Want er moet veel meer gebeuren om de woningnood op te lossen. Daarom lanceerden we onlangs ook ons woonmanifest, met concrete oplossingen om wonen weer betaalbaar te maken voor iedereen. Lees meer: https://t.co/R7bLRpE4B0 https://t.co/EyfgFUs9EW",no,opposition,left,progressive
3886,PvdA,2022,2022-03-08,"Lees hier alles over ons voorstel, die we samen met SP en GroenLinks indienen. ⤵️Vanavond om 19.45 wordt de wet behandeld in de @2eKamertweets. 📃https://t.co/skCW63Zgdw",no,opposition,left,progressive
3887,PvdA,2022,2022-03-08,"Waar je ook woont, overal in Nederland worden sociale huurwoningen gesloopt, verkocht of naar de markt gebracht. En dat terwijl er juist een tekort is aan betaalbare woningen. 🏡Dit moet en kan écht anders! En daarom komt @henknijboer vandaag met een wet. ⤵️ https://t.co/KNtqdEvUVt",no,opposition,left,progressive
3888,PvdA,2022,2022-03-07,De mensen uit Oekraïne hebben dringend hulp nodig. Laten we samen in actie komen. Geef via #Giro555.➡️ https://t.co/pbG7fB8V9B https://t.co/QZnECnRizZ,no,opposition,left,progressive
3889,PvdA,2022,2022-03-04,"""Je moet je fijn en veilig kunnen voelen in je wijk. Maar gemeenten moeten dat financieel wel kunnen doen. Ik roep het kabinet daarom op: zorg dat de ongelijkheid wordt teruggedrongen en eerlijk belasting geheven wordt.""@PloumenLilianne tijdens het @NPORadio1 #Radiodebat. https://t.co/PgA4xKxtZ4",no,opposition,left,progressive
3890,PvdA,2022,2022-03-04,"""Het is belangrijk dat agent zijn een aantrekkelijk beroep is waar mensen zich voor willen inzetten. De overheid is de werkgever. Ik roep het kabinet op: sluit een goede cao af. Dat is goed voor de agenten, maar ook voor ons allemaal.""@PloumenLilianne bij het @NPORadio1 #debat https://t.co/3bY8rC71ni",no,opposition,left,progressive
3891,PvdA,2022,2022-03-04,"""Deze gemeenteraadsverkiezingen gaan over je straat, je buurt, je stad en je dorp. En over hoe we in Nederland onze vrijheid en democratie gebruiken, die juist nu zo belangrijk zijn om te koesteren.""@PloumenLilianne tijdens het @NPORadio1 #Radiodebat #gemeenteraadsverkiezingen https://t.co/9bMOZV1DOm",no,opposition,left,progressive
3892,PvdA,2022,2022-03-04,Net @PloumenLilianne bij het @NPORadio1 #Radiodebat #gemeenteraadsverkiezingen https://t.co/zA4zrsIqUB,no,opposition,left,progressive
3893,PvdA,2022,2022-03-04,"""Het maakt uit of je op de VVD stemt of de PvdA. De hoge energierekening speelt niet pas acht dagen. Wij zeggen: zorg ervoor dat gemeenten het geld hebben om mensen die met een hoge energierekening zitten, te helpen.""@PloumenLilianne bij het @NPORadio1 #Radiodebat https://t.co/XMQ29zl7wo",no,opposition,left,progressive
3894,PvdA,2022,2022-03-04,Over een halfuur begint het eerste landelijke debat over de komende gemeenteraadsverkiezingen. @PloumenLilianne gaat in debat over de toekomst van Nederland en de situatie in de wereld. 🗳Luister en/of kijk om 18.00 uur live mee via @NPORadio1! 🎙➡️ https://t.co/amnwNdEPuc,no,opposition,left,progressive
3895,PvdA,2022,2022-03-04,Er is nog een wereld te winnen als het gaat om gelijke rechten voor vrouwen.Daarom loopt @PloumenLilianne morgen samen met vele andere PvdA’ers mee met de Women’s March op De Dam in Amsterdam. 🪧📣Meld je aan en loop met ons mee! ✊@womensmarchnlhttps://t.co/JkwgLpsvnq,no,opposition,left,progressive
3896,PvdA,2022,2022-03-03,"Over enkele minuten gaan @emsent, @henknijboer, @mirthebiemans en @SanderSchimmelp met elkaar in gesprek over hoe we wonen weer betaalbaar kunnen maken voor iedereen! 🏡Kijk live mee! ⤵️https://t.co/XSLETbE4Hj",no,opposition,left,progressive
3897,PvdA,2022,2022-03-03,"De woningnood raakt ons allemaal. Maar hoe lossen we het op? Hoe zorgen we ervoor dat iedereen weer betaalbaar kan wonen?Daarover gaat @emsent vanavond om 19.30 uur in gesprek met @henknijboer, @mirthebiemans en @SanderSchimmelp. Kijk en doe mee! ⤵️https://t.co/IoYUVJpwH5",no,opposition,left,progressive
3898,PvdA,2022,2022-03-03,"Tijd voor socialere en eerlijker keuzes. Daarom lanceren we ons woonmanifest, met onze plannen om wonen weer betaalbaar te maken voor iedereen. Lees meer: https://t.co/R7bLRpE4B0 https://t.co/T10Q2MFGOL",no,opposition,left,progressive
3899,PvdA,2022,2022-03-03,Van jong tot oud: het vinden van een betaalbare woning wordt voor iedereen steeds moeilijker.Dit moeten we gewoon fixen. En dat kan ook! Met socialere en eerlijker keuzes. @PloumenLilianne geeft een aantal concrete voorbeelden bij @DitisdeDag. #StemSociaal ⤵️ https://t.co/yon2aazmLR,no,opposition,left,progressive
3900,PvdA,2022,2022-03-02,"Alvast @CJMBrand beter leren kennen? In een interview met de @DeGelderlander vertelt ze meer over hoe belangrijk vrijheid juist in deze tijd is, haar passie voor politiek en hoe we Nijmegen eerlijker en socialer kunnen maken.Lees meer. ⤵️https://t.co/fmxYf1RMAF",no,opposition,left,progressive
3901,PvdA,2022,2022-03-02,Vanavond zit @PloumenLilianne samen met lijsttrekker van @PvdANijmegen @CJMBrand bij @DitisdeDag om te praten over de komende gemeenteraadsverkiezingen. Kijk en/of luister vanavond om 18.30 uur live mee op @NPORadio1!🎙 https://t.co/zH9ElITbkv,no,opposition,left,progressive
3902,PvdA,2022,2022-03-01,".@LennaVromans, @KatiPiri en @thijsreuten gaat nu met elkaar in gesprek over de ontwikkelingen in Oekraïne.Kijk mee en stel ons je vragen. Ook niet-leden zijn welkom. ⤵️https://t.co/owqD3qxHMH",no,opposition,left,progressive
3903,PvdA,2022,2022-03-01,"Roept de Russische aanval op Oekraïne ook bij jou veel vragen op? Om 20:00 uur gaan @LennaVromans, @KatiPiri en @thijsreuten met elkaar in gesprek over de ontwikkelingen in Oekraïne.Kijk mee en stel ons je vragen. Ook niet-leden zijn welkom.➡️ https://t.co/PbhCUQDKpf https://t.co/F0izpCgPta",no,opposition,left,progressive
3904,PvdA,2022,2022-02-28,"“Poetins oorlog is een ongekende bedreiging voor de veiligheid, vrijheid en democratie in Europa. Oekraïners betalen in deze strijd met hun leven. Het is aan ons om hen te steunen waar dat kan.”@KatiPiri tijdens het #Oekrainedebat. ⤵️ https://t.co/6Knpyjg4ux",no,opposition,left,progressive
3905,PvdA,2022,2022-02-28,"""De Oekraïense bevolking is door het optreden van Poetin zeer eensgezind en zal op geen enkele manier een Russische bezetting tolereren. Dit wordt Poetins Waterloo.""@TimmermansEU bij #buitenhof over Poetins oorlog in Oekraïne. https://t.co/AsbBskDZvN",no,opposition,left,progressive
3906,PvdA,2022,2022-02-23,"Het moet en kan anders. Eerlijker en socialer!Daarom lanceren we het woonmanifest, met onze plannen om wonen weer betaalbaar te maken voor iedereen. 🏡@henknijboer vertelt er meer over in zijn speech tijdens de campagne-aftrap. ⤵️https://t.co/zzIX9ii1zh",no,opposition,left,progressive
3907,PvdA,2022,2022-02-22,"Nog nooit waren de huizenprijzen zo hoog als vandaag.Het is tijd voor eerlijkere en socialere keuzes. En het kan ook! Daarom lanceren we het woonmanifest, met onze oplossingen om wonen weer betaalbaar te maken voor iedereen. 🏡Lees meer: https://t.co/R7bLRpE4B0 https://t.co/QO05q83c0J",no,opposition,left,progressive
3908,PvdA,2022,2022-02-21,"Onder andere lijsttrekkers @MarjoleinMoor, @CJMBrand, @PPSlikker en @RichardMoti ondertekenden het manifest. ✍️ Doe met ons mee en teken ook! ⤵️https://t.co/W2sQ7BGgQc",no,opposition,left,progressive
3909,PvdA,2022,2022-02-21,Meer dan 150 afdelingen uit het hele land gingen afgelopen weekend de straat op om het woonmanifest te lanceren. 🪧Want het moet en kan anders. Eerlijker en socialer! Met concrete maatregelen kunnen we wonen weer betaalbaar maken voor iedereen. 🏡 https://t.co/Q9kZSwwQwF,no,opposition,left,progressive
3910,PvdA,2022,2022-02-21,"We hebben de plannen, de ideeën en de mensen. En dat laten we de komende weken zien. Omdat het anders kan in Nederland. Socialer en eerlijker.Doe met ons mee! Kijk op de kaart voor een activiteit bij jou in de buurt en meld je aan.🗺 https://t.co/gO47rBlOpo https://t.co/2Eu9QLtLDN",no,opposition,left,progressive
3911,PvdA,2022,2022-02-21,Een geweldige campagne-aftrap! 🌹Afgelopen weekend konden we eindelijk weer fysiek bij elkaar komen om de campagne voor de gemeenteraadsverkiezingen af te trappen. Het moet en kan eerlijker en socialer. Samen kunnen we dat! #StemSociaal ✊ https://t.co/hxcNgp0zjk,no,opposition,left,progressive
3912,PvdA,2022,2022-02-20,"Meer dan 150 PvdA-lijsttrekkers uit het hele land ondertekenden het manifest al, waaronder @balstermartijn, @PattyWolthof en @CarineBloemhoff. Help mee, teken ook! ⤵️ https://t.co/R7bLRpE4B0",no,opposition,left,progressive
3913,PvdA,2022,2022-02-20,"Het moet en kan anders. Eerlijker en socialer! Met concrete maatregelen kunnen we wonen weer betaalbaar maken voor iedereen. 🏡Daarom lanceren we ons woonmanifest, met onze oplossingen voor de woningnood. ⤵️ https://t.co/tKEDfxiFEz",no,opposition,left,progressive
3914,PvdA,2022,2022-02-19,Kunnen we allemaal een thuis vinden? Kijken we naar elkaar om? En naar wie wordt er geluisterd?Deze gemeenteraadsverkiezingen bepaal jij. Laten we kiezen voor wat écht belangrijk is. #StemSociaal https://t.co/RI5H3XI6P0,no,opposition,left,progressive
3915,PvdA,2022,2022-02-19,Wie heeft het in jouw gemeente voor het zeggen? En voor wie wordt er gebouwd? Dáár gaan de gemeenteraadsverkiezingen over. Andere keuzes zijn mogelijk en jouw stem doet ertoe. Jij bepaalt of het socialer en eerlijker wordt! #StemSociaal@PloumenLilianne trapt de campagne af. ⤵️ https://t.co/SdMkneo9rR,no,opposition,left,progressive
3916,PvdA,2022,2022-02-19,Onze plannen. ⤵️ https://t.co/wtcWHUQjrm,no,opposition,left,progressive
3917,PvdA,2022,2022-02-19,"Je hebt het recht om te wonen op een plek waar je je thuis voelt. Maar zo’n thuis is voor veel mensen onbereikbaar geworden.Dat moet en kan anders! Daarom lanceren we ons woonmanifest, met onze oplossingen voor de woningnood. Help mee, teken ook! ⤵️https://t.co/R7bLRpE4B0",no,opposition,left,progressive
3918,PvdA,2022,2022-02-19,"""De PvdA heeft de plannen, de ideeën en de mensen. En dat laten we de komende weken zien. Omdat het anders kan in Nederland. Omdat het socialer en eerlijker moet."" @PloumenLilianne tijdens de campagne-aftrap. #StemSociaal",no,opposition,left,progressive
3919,PvdA,2022,2022-02-19,“Jij kunt de goede keuze maken. Jouw stem doet ertoe bij deze verkiezingen. Andere keuzes zijn mogelijk in jouw stad of dorp. Jij bepaalt of het socialer en eerlijker wordt in jouw gemeente.”- @PloumenLilianne. #StemSociaal,no,opposition,left,progressive
3920,PvdA,2022,2022-02-19,"""Wie trekt er in jouw gemeente aan het langste eind? Voor wie wordt er eigenlijk gebouwd? Wie heeft het voor het zeggen? Van wie is jouw stad op dorp? Dat ligt er voor, straks bij de gemeenteraadsverkiezingen.""@PloumenLilianne tijdens de campagne-aftrap. #StemSociaal",no,opposition,left,progressive
3921,PvdA,2022,2022-02-19,Wat er op de planning staat? Onder andere een speech van @PloumenLilianne en de lancering van ons woonmanifest.🎙Lees hier meer over het programma van vandaag. ⤵️https://t.co/eidI1eT1if,no,opposition,left,progressive
3922,PvdA,2022,2022-02-19,"Rijden de treinen niet? Geen zorgen, je kunt namelijk thuis meekijken naar onze campagne-aftrap voor de gemeenteraadsverkiezingen. 💪We beginnen om 11.30 uur. Mis het niet! ⤵️https://t.co/RJZFeXMvMg",no,opposition,left,progressive
3923,PvdA,2022,2022-02-18,Kun je niet aanwezig zijn bij de aftrap in Den Bosch? 100 afdelingen gaan morgen ook de straat op om het gesprek aan te gaan over onze oplossingen voor de wooncrisis. Kijk op de PvdA-kaart voor een actie bij jou in de buurt en doe mee! 🗺 https://t.co/GiAkM3psMK,no,opposition,left,progressive
